Node Type,Relation Name,Plan Rows,Actual Rows,Join Index,Query Name,Startup Cost,Total Cost,Actual Startup Time,Actual Total Time,outer_rel,inner_rel,outer_est,inner_est,outer_act,inner_act
Nested Loop,,3020905,2728943,3.0,./JOB-queries/8c.sql,0.44,124755.75,1.1,588.335,role_type,cast_info,1.0,3295533.0,1.0,2728943.0
Hash,,3020905,2728943,,./JOB-queries/8c.sql,124755.75,124755.75,849.884,849.884,,,3020905.0,,2728943.0,
Hash Join,,1233945,656860,4.0,./JOB-queries/8c.sql,218567.8,308758.42,2898.446,3118.327,,,389630.0,3020905.0,384583.0,2728943.0
Index Only Scan,name,1,1,,./JOB-queries/8c.sql,0.43,0.45,0.017,0.017,,,,,,
Memoize,,1,1,,./JOB-queries/8c.sql,0.44,0.46,0.002,0.002,name,,1.0,,1.0,
Nested Loop,,1233945,656860,5.0,./JOB-queries/8c.sql,218568.24,372178.5,2900.625,4522.953,,,1233945.0,1.0,656860.0,1.0
Seq Scan,aka_name,375560,300448,,./JOB-queries/8c.sql,0.0,15150.6,0.08,196.501,,,,,,
Hash,,375560,300448,,./JOB-queries/8c.sql,15150.6,15150.6,246.202,246.203,aka_name,,375560.0,,300448.0,
Hash Join,,3042458,829192,6.0,./JOB-queries/8c.sql,240614.34,419036.86,5164.525,5290.403,,,1233945.0,375560.0,656860.0,300448.0
Aggregate,,1,1,,./JOB-queries/8c.sql,434249.15,434249.16,5959.168,5959.173,,,3042458.0,,829192.0,
Gather,,2,3,,./JOB-queries/8c.sql,435249.15,435249.36,5961.617,5971.934,,,1.0,,1.0,
Aggregate,,1,1,,./JOB-queries/8c.sql,435249.37,435249.38,5962.423,5971.948,,,2.0,,3.0,
Seq Scan,keyword,1,1,,./JOB-queries/16d.sql,0.0,2626.12,0.891,15.107,,,,,,
Bitmap Index Scan,,303,41840,,./JOB-queries/16d.sql,0.0,6.71,3.243,3.244,,,,,,
Bitmap Heap Scan,movie_keyword,303,41840,,./JOB-queries/16d.sql,6.78,1117.89,4.388,1282.759,,,303.0,,41840.0,
Nested Loop,,34,41840,1.0,./JOB-queries/16d.sql,6.78,3747.04,5.282,1300.612,keyword,movie_keyword,1.0,303.0,1.0,41840.0
Index Scan,title,1,0,,./JOB-queries/16d.sql,0.43,0.49,0.099,0.099,,,,,,
Nested Loop,,9,5384,2.0,./JOB-queries/16d.sql,7.21,3763.78,5.374,5428.603,,title,34.0,1.0,41840.0,0.0
Index Scan,movie_companies,5,2,,./JOB-queries/16d.sql,0.43,0.54,0.064,0.082,,,,,,
Nested Loop,,46,8659,3.0,./JOB-queries/16d.sql,7.64,3769.19,6.597,5870.046,,movie_companies,9.0,5.0,5384.0,2.0
Index Scan,company_name,1,1,,./JOB-queries/16d.sql,0.42,0.45,0.03,0.03,,,,,,
Nested Loop,,16,6765,4.0,./JOB-queries/16d.sql,8.06,3789.7,13.098,6131.751,,company_name,46.0,1.0,8659.0,1.0
Index Scan,cast_info,38,25,,./JOB-queries/16d.sql,0.44,1.36,0.084,1.155,,,,,,
Nested Loop,,343,169250,5.0,./JOB-queries/16d.sql,8.5,3819.07,13.991,13960.343,,cast_info,16.0,38.0,6765.0,25.0
Index Only Scan,name,1,1,,./JOB-queries/16d.sql,0.43,0.45,0.019,0.019,,,,,,
Nested Loop,,343,169250,6.0,./JOB-queries/16d.sql,8.93,3973.53,14.002,17213.265,,name,343.0,1.0,169250.0,1.0
Index Scan,aka_name,2,1,,./JOB-queries/16d.sql,0.42,0.46,0.017,0.018,,,,,,
Nested Loop,,845,249417,7.0,./JOB-queries/16d.sql,9.36,4140.4,14.6,20357.388,,aka_name,343.0,2.0,169250.0,1.0
Aggregate,,1,1,,./JOB-queries/16d.sql,4144.62,4144.63,20564.978,20564.981,,,845.0,,249417.0,
Seq Scan,keyword,1,1,,./JOB-queries/6e.sql,0.0,2626.12,0.8,9.848,,,,,,
Bitmap Index Scan,,303,14,,./JOB-queries/6e.sql,0.0,6.71,0.374,0.374,,,,,,
Bitmap Heap Scan,movie_keyword,303,14,,./JOB-queries/6e.sql,6.78,1117.89,0.597,1.546,,,303.0,,14.0,
Nested Loop,,34,14,1.0,./JOB-queries/6e.sql,6.78,3747.04,1.399,11.399,keyword,movie_keyword,1.0,303.0,1.0,14.0
Index Scan,title,1,1,,./JOB-queries/6e.sql,0.43,0.49,0.061,0.061,,,,,,
Nested Loop,,19,11,2.0,./JOB-queries/6e.sql,7.21,3763.69,1.984,12.262,,title,34.0,1.0,14.0,1.0
Index Scan,cast_info,38,111,,./JOB-queries/6e.sql,0.44,1.36,0.526,21.65,,,,,,
Nested Loop,,705,1224,3.0,./JOB-queries/6e.sql,7.65,3798.57,2.41,250.562,,cast_info,19.0,38.0,11.0,111.0
Index Scan,name,1,0,,./JOB-queries/6e.sql,0.43,0.46,0.388,0.388,,,,,,
Nested Loop,,1,6,4.0,./JOB-queries/6e.sql,8.08,4121.32,139.368,725.341,,name,705.0,1.0,1224.0,0.0
Aggregate,,1,1,,./JOB-queries/6e.sql,4121.32,4121.33,725.362,725.363,,,1.0,,6.0,
Seq Scan,link_type,1,1,,./JOB-queries/7a.sql,0.0,1.23,0.002,0.005,,,,,,
Bitmap Index Scan,,1875,5186,,./JOB-queries/7a.sql,0.0,22.35,1.79,1.799,,,,,,
Bitmap Heap Scan,movie_link,1875,5186,,./JOB-queries/7a.sql,22.82,209.26,2.124,10.644,,,1875.0,,5186.0,
Nested Loop,,1666,5186,1.0,./JOB-queries/7a.sql,22.82,229.23,2.127,11.276,link_type,movie_link,1.0,1875.0,1.0,5186.0
Index Scan,title,1,0,,./JOB-queries/7a.sql,0.43,4.48,0.282,0.282,,,,,,
Nested Loop,,227,1467,2.0,./JOB-queries/7a.sql,23.25,7687.08,2.137,1474.844,,title,1666.0,1.0,5186.0,0.0
Index Scan,cast_info,38,72,,./JOB-queries/7a.sql,0.44,4.46,0.32,632.063,,,,,,
Nested Loop,,8640,105262,3.0,./JOB-queries/7a.sql,23.69,8785.69,2.453,928720.944,,cast_info,227.0,38.0,1467.0,72.0
Index Scan,name,1,0,,./JOB-queries/7a.sql,0.43,0.47,0.211,0.211,,,,,,
Nested Loop,,961,17559,4.0,./JOB-queries/7a.sql,24.12,12827.42,2.765,950954.455,,name,8640.0,1.0,105262.0,0.0
Index Scan,person_info,1,0,,./JOB-queries/7a.sql,0.43,0.94,0.153,0.153,,,,,,
Nested Loop,,1,0,5.0,./JOB-queries/7a.sql,24.55,13738.99,953639.429,953639.439,,person_info,961.0,1.0,17559.0,0.0
Index Scan,aka_name,2,0,,./JOB-queries/7a.sql,0.42,0.47,0.0,0.0,,,,,,
Nested Loop,,1,0,6.0,./JOB-queries/7a.sql,24.97,13739.48,953639.429,953639.44,,aka_name,1.0,2.0,0.0,0.0
Seq Scan,info_type,1,0,,./JOB-queries/7a.sql,0.0,2.41,0.0,0.0,,,,,,
Nested Loop,,1,0,7.0,./JOB-queries/7a.sql,24.97,13741.91,953639.429,953639.44,,info_type,1.0,1.0,0.0,0.0
Aggregate,,1,1,,./JOB-queries/7a.sql,13741.91,13741.92,953639.434,953639.446,,,1.0,,0.0,
Seq Scan,link_type,1,2,,./JOB-queries/21b.sql,0.0,1.23,0.003,0.007,,,,,,
Seq Scan,keyword,1,1,,./JOB-queries/21b.sql,0.0,2626.12,1.39,12.642,,,,,,
Bitmap Index Scan,,303,10544,,./JOB-queries/21b.sql,0.0,6.71,2.336,2.336,,,,,,
Bitmap Heap Scan,movie_keyword,303,10544,,./JOB-queries/21b.sql,6.78,1117.89,4.405,649.78,,,303.0,,10544.0,
Nested Loop,,34,10544,1.0,./JOB-queries/21b.sql,6.78,3747.04,5.802,663.041,keyword,movie_keyword,1.0,303.0,1.0,10544.0
Index Scan,movie_link,5,0,,./JOB-queries/21b.sql,0.29,0.38,0.0,0.0,,,,,,
Nested Loop,,10,251,2.0,./JOB-queries/21b.sql,7.07,3761.5,6.001,669.096,,movie_link,34.0,5.0,10544.0,0.0
Nested Loop,,1,199,3.0,./JOB-queries/21b.sql,7.07,3762.85,10.933,1338.225,link_type,,1.0,10.0,2.0,251.0
Index Scan,movie_companies,2,5,,./JOB-queries/21b.sql,0.43,0.54,0.044,0.048,,,,,,
Nested Loop,,1,1021,4.0,./JOB-queries/21b.sql,7.5,3763.41,12.015,1347.782,,movie_companies,1.0,2.0,199.0,5.0
Index Scan,company_name,1,0,,./JOB-queries/21b.sql,0.42,0.46,0.021,0.021,,,,,,
Nested Loop,,1,422,5.0,./JOB-queries/21b.sql,7.92,3763.87,19.587,1369.413,,company_name,1.0,1.0,1021.0,0.0
Seq Scan,company_type,1,1,,./JOB-queries/21b.sql,0.0,1.05,0.0,0.0,,,,,,
Nested Loop,,1,402,6.0,./JOB-queries/21b.sql,7.92,3764.93,19.59,1369.709,,company_type,1.0,1.0,422.0,1.0
Index Scan,movie_info,1,1,,./JOB-queries/21b.sql,0.43,1.39,0.044,0.051,,,,,,
Nested Loop,,1,308,7.0,./JOB-queries/21b.sql,8.35,3766.34,22.673,1390.247,,movie_info,1.0,1.0,402.0,1.0
Index Scan,title,1,0,,./JOB-queries/21b.sql,0.43,0.49,0.009,0.009,,,,,,
Nested Loop,,1,38,8.0,./JOB-queries/21b.sql,8.78,3766.84,46.576,1392.951,,title,1.0,1.0,308.0,0.0
Aggregate,,1,1,,./JOB-queries/21b.sql,3766.85,3766.86,1392.979,1392.981,,,1.0,,38.0,
Seq Scan,link_type,1,2,,./JOB-queries/21c.sql,0.0,1.23,0.002,0.004,,,,,,
Seq Scan,keyword,1,1,,./JOB-queries/21c.sql,0.0,2626.12,0.284,4.981,,,,,,
Bitmap Index Scan,,303,10544,,./JOB-queries/21c.sql,0.0,6.71,0.391,0.391,,,,,,
Bitmap Heap Scan,movie_keyword,303,10544,,./JOB-queries/21c.sql,6.78,1117.89,0.793,4.1,,,303.0,,10544.0,
Nested Loop,,34,10544,1.0,./JOB-queries/21c.sql,6.78,3747.04,1.079,9.533,keyword,movie_keyword,1.0,303.0,1.0,10544.0
Index Scan,movie_link,5,0,,./JOB-queries/21c.sql,0.29,0.38,0.0,0.0,,,,,,
Nested Loop,,10,251,2.0,./JOB-queries/21c.sql,7.07,3761.5,1.081,12.977,,movie_link,34.0,5.0,10544.0,0.0
Nested Loop,,1,199,3.0,./JOB-queries/21c.sql,7.07,3762.85,1.142,25.98,link_type,,1.0,10.0,2.0,251.0
Index Scan,movie_companies,2,5,,./JOB-queries/21c.sql,0.43,0.54,0.001,0.002,,,,,,
Nested Loop,,1,1021,4.0,./JOB-queries/21c.sql,7.5,3763.41,1.148,26.396,,movie_companies,1.0,2.0,199.0,5.0
Index Scan,company_name,1,0,,./JOB-queries/21c.sql,0.42,0.46,0.001,0.001,,,,,,
Nested Loop,,1,422,5.0,./JOB-queries/21c.sql,7.92,3763.87,1.223,27.355,,company_name,1.0,1.0,1021.0,0.0
Seq Scan,company_type,1,1,,./JOB-queries/21c.sql,0.0,1.05,0.0,0.0,,,,,,
Nested Loop,,1,402,6.0,./JOB-queries/21c.sql,7.92,3764.93,1.225,27.636,,company_type,1.0,1.0,422.0,1.0
Index Scan,movie_info,3,5,,./JOB-queries/21c.sql,0.46,1.52,0.003,0.004,,,,,,
Nested Loop,,1,1874,7.0,./JOB-queries/21c.sql,8.38,3766.48,1.236,29.198,,movie_info,1.0,3.0,402.0,5.0
Index Scan,title,1,1,,./JOB-queries/21c.sql,0.43,0.49,0.001,0.001,,,,,,
Nested Loop,,1,1874,8.0,./JOB-queries/21c.sql,8.81,3766.99,1.242,32.064,,title,1.0,1.0,1874.0,1.0
Aggregate,,1,1,,./JOB-queries/21c.sql,3767.0,3767.01,33.475,33.477,,,1.0,,1874.0,
Seq Scan,keyword,8,8,,./JOB-queries/6d.sql,0.0,3632.4,0.061,33.922,,,,,,
Bitmap Index Scan,,303,4444,,./JOB-queries/6d.sql,0.0,6.71,1.459,1.459,,,,,,
Bitmap Heap Scan,movie_keyword,303,4444,,./JOB-queries/6d.sql,6.78,1072.32,2.112,644.173,,,303.0,,4444.0,
Nested Loop,,270,35548,1.0,./JOB-queries/6d.sql,6.78,12235.17,0.573,5191.771,keyword,movie_keyword,8.0,303.0,8.0,4444.0
Index Scan,title,1,0,,./JOB-queries/6d.sql,0.43,0.49,0.37,0.37,,,,,,
Nested Loop,,149,14164,2.0,./JOB-queries/6d.sql,7.21,12367.41,1.931,18339.179,,title,270.0,1.0,35548.0,0.0
Index Scan,cast_info,38,55,,./JOB-queries/6d.sql,0.44,1.36,0.321,11.253,,,,,,
Nested Loop,,5639,785444,3.0,./JOB-queries/6d.sql,7.65,12640.94,2.174,177824.719,,cast_info,149.0,38.0,14164.0,55.0
Index Scan,name,1,0,,./JOB-queries/6d.sql,0.43,0.46,1.439,1.439,,,,,,
Nested Loop,,1,88,4.0,./JOB-queries/6d.sql,8.08,15222.43,8649.696,1307823.409,,name,5639.0,1.0,785444.0,0.0
Aggregate,,1,1,,./JOB-queries/6d.sql,15222.44,15222.45,1307824.584,1307825.188,,,1.0,,88.0,
Seq Scan,keyword,1,1,,./JOB-queries/17a.sql,0.0,2626.12,1.559,17.212,,,,,,
Bitmap Index Scan,,303,41840,,./JOB-queries/17a.sql,0.0,6.71,3.79,3.792,,,,,,
Bitmap Heap Scan,movie_keyword,303,41840,,./JOB-queries/17a.sql,6.78,1117.89,5.007,1365.749,,,303.0,,41840.0,
Nested Loop,,34,41840,1.0,./JOB-queries/17a.sql,6.78,3747.04,6.569,1386.672,keyword,movie_keyword,1.0,303.0,1.0,41840.0
Index Only Scan,title,1,1,,./JOB-queries/17a.sql,0.43,0.46,0.057,0.057,,,,,,
Nested Loop,,34,41839,2.0,./JOB-queries/17a.sql,7.21,3762.57,6.581,3790.853,,title,34.0,1.0,41840.0,1.0
Index Scan,movie_companies,5,4,,./JOB-queries/17a.sql,0.43,0.54,0.045,0.064,,,,,,
Nested Loop,,167,148550,3.0,./JOB-queries/17a.sql,7.64,3783.01,7.629,6476.208,,movie_companies,34.0,5.0,41839.0,4.0
Index Scan,company_name,1,0,,./JOB-queries/17a.sql,0.42,0.45,0.03,0.03,,,,,,
Nested Loop,,59,68315,4.0,./JOB-queries/17a.sql,8.06,3857.48,8.252,10972.554,,company_name,167.0,1.0,148550.0,0.0
Index Scan,cast_info,38,41,,./JOB-queries/17a.sql,0.44,1.36,0.091,2.15,,,,,,
Nested Loop,,1256,2832532,5.0,./JOB-queries/17a.sql,8.5,3965.79,13.358,158086.181,,cast_info,59.0,38.0,68315.0,41.0
Index Scan,name,1,0,,./JOB-queries/17a.sql,0.43,0.46,0.04,0.04,,,,,,
Nested Loop,,101,258289,6.0,./JOB-queries/17a.sql,8.93,4540.78,14.031,271331.103,,name,1256.0,1.0,2832532.0,0.0
Aggregate,,1,1,,./JOB-queries/17a.sql,4541.03,4541.04,271470.022,271470.781,,,101.0,,258289.0,
Seq Scan,keyword,1,1,,./JOB-queries/17c.sql,0.0,2626.12,1.818,17.081,,,,,,
Bitmap Index Scan,,303,41840,,./JOB-queries/17c.sql,0.0,6.71,3.392,3.398,,,,,,
Bitmap Heap Scan,movie_keyword,303,41840,,./JOB-queries/17c.sql,6.78,1117.89,4.572,1430.971,,,303.0,,41840.0,
Nested Loop,,34,41840,1.0,./JOB-queries/17c.sql,6.78,3747.04,6.392,1452.884,keyword,movie_keyword,1.0,303.0,1.0,41840.0
Index Scan,cast_info,38,25,,./JOB-queries/17c.sql,0.44,1.36,0.257,4.986,,,,,,
Nested Loop,,1281,1038393,2.0,./JOB-queries/17c.sql,7.22,3806.23,6.659,210182.54,,cast_info,34.0,38.0,41840.0,25.0
Index Scan,name,1,0,,./JOB-queries/17c.sql,0.43,0.46,0.163,0.163,,,,,,
Nested Loop,,1,250,3.0,./JOB-queries/17c.sql,7.65,4392.66,1685.232,380093.305,,name,1281.0,1.0,1038393.0,0.0
Index Scan,movie_companies,5,8,,./JOB-queries/17c.sql,0.43,0.52,0.538,0.756,,,,,,
Nested Loop,,1,1918,4.0,./JOB-queries/17c.sql,8.08,4393.23,1685.566,380282.706,,movie_companies,1.0,5.0,250.0,8.0
Index Only Scan,company_name,1,1,,./JOB-queries/17c.sql,0.42,0.44,0.155,0.155,,,,,,
Nested Loop,,1,1918,5.0,./JOB-queries/17c.sql,8.5,4393.67,1685.595,380580.309,,company_name,1.0,1.0,1918.0,1.0
Index Only Scan,title,1,1,,./JOB-queries/17c.sql,0.43,0.45,0.048,0.048,,,,,,
Nested Loop,,1,1918,6.0,./JOB-queries/17c.sql,8.93,4394.12,1685.922,380673.412,,title,1.0,1.0,1918.0,1.0
Aggregate,,1,1,,./JOB-queries/17c.sql,4394.12,4394.13,380676.988,380677.516,,,1.0,,1918.0,
Seq Scan,link_type,1,1,,./JOB-queries/7b.sql,0.0,1.23,0.003,0.009,,,,,,
Bitmap Index Scan,,1875,5186,,./JOB-queries/7b.sql,0.0,22.35,1.142,1.143,,,,,,
Bitmap Heap Scan,movie_link,1875,5186,,./JOB-queries/7b.sql,22.82,209.26,1.479,10.886,,,1875.0,,5186.0,
Nested Loop,,1666,5186,1.0,./JOB-queries/7b.sql,22.82,229.23,1.513,11.417,link_type,movie_link,1.0,1875.0,1.0,5186.0
Index Scan,title,1,0,,./JOB-queries/7b.sql,0.43,4.48,0.371,0.371,,,,,,
Nested Loop,,50,435,2.0,./JOB-queries/7b.sql,23.25,7687.08,1.919,1937.299,,title,1666.0,1.0,5186.0,0.0
Index Scan,cast_info,38,77,,./JOB-queries/7b.sql,0.44,16.27,0.277,8.873,,,,,,
Nested Loop,,1912,33415,3.0,./JOB-queries/7b.sql,23.69,8519.44,2.149,5799.662,,cast_info,50.0,38.0,435.0,77.0
Index Scan,name,1,0,,./JOB-queries/7b.sql,0.43,0.46,0.089,0.089,,,,,,
Nested Loop,,37,1076,4.0,./JOB-queries/7b.sql,24.12,9399.52,8.24,8781.223,,name,1912.0,1.0,33415.0,0.0
Index Scan,person_info,1,0,,./JOB-queries/7b.sql,0.43,0.94,0.131,0.131,,,,,,
Nested Loop,,1,0,5.0,./JOB-queries/7b.sql,24.55,9434.61,8922.344,8922.345,,person_info,37.0,1.0,1076.0,0.0
Index Scan,aka_name,2,0,,./JOB-queries/7b.sql,0.42,0.47,0.0,0.0,,,,,,
Nested Loop,,1,0,6.0,./JOB-queries/7b.sql,24.97,9435.1,8922.344,8922.346,,aka_name,1.0,2.0,0.0,0.0
Seq Scan,info_type,1,0,,./JOB-queries/7b.sql,0.0,2.41,0.0,0.0,,,,,,
Nested Loop,,1,0,7.0,./JOB-queries/7b.sql,24.97,9437.53,8922.345,8922.347,,info_type,1.0,1.0,0.0,0.0
Aggregate,,1,1,,./JOB-queries/7b.sql,9437.53,9437.54,8922.348,8922.351,,,1.0,,0.0,
Seq Scan,keyword,8,8,,./JOB-queries/6f.sql,0.0,3632.4,0.62,34.217,,,,,,
Bitmap Index Scan,,303,4444,,./JOB-queries/6f.sql,0.0,6.71,1.358,1.358,,,,,,
Bitmap Heap Scan,movie_keyword,303,4444,,./JOB-queries/6f.sql,6.78,1072.32,2.121,592.094,,,303.0,,4444.0,
Nested Loop,,270,35548,1.0,./JOB-queries/6f.sql,6.78,12235.17,2.368,4774.935,keyword,movie_keyword,8.0,303.0,8.0,4444.0
Index Scan,title,1,0,,./JOB-queries/6f.sql,0.43,0.49,0.346,0.346,,,,,,
Nested Loop,,149,14164,2.0,./JOB-queries/6f.sql,7.21,12367.41,2.493,17074.356,,title,270.0,1.0,35548.0,0.0
Index Scan,cast_info,38,55,,./JOB-queries/6f.sql,0.44,1.36,0.29,10.284,,,,,,
Nested Loop,,5639,785444,3.0,./JOB-queries/6f.sql,7.65,12640.94,3.365,162838.439,,cast_info,149.0,38.0,14164.0,55.0
Index Scan,name,1,1,,./JOB-queries/6f.sql,0.43,0.46,0.14,0.14,,,,,,
Nested Loop,,5639,785444,4.0,./JOB-queries/6f.sql,8.08,15208.33,3.762,272985.723,,name,5639.0,1.0,785444.0,1.0
Aggregate,,1,1,,./JOB-queries/6f.sql,15250.62,15250.63,274256.972,274257.772,,,5639.0,,785444.0,
Seq Scan,link_type,1,2,,./JOB-queries/21a.sql,0.0,1.23,0.006,0.011,,,,,,
Seq Scan,keyword,1,1,,./JOB-queries/21a.sql,0.0,2626.12,1.062,6.545,,,,,,
Bitmap Index Scan,,303,10544,,./JOB-queries/21a.sql,0.0,6.71,1.23,1.23,,,,,,
Bitmap Heap Scan,movie_keyword,303,10544,,./JOB-queries/21a.sql,6.78,1117.89,1.742,609.307,,,303.0,,10544.0,
Nested Loop,,34,10544,1.0,./JOB-queries/21a.sql,6.78,3747.04,2.809,616.463,keyword,movie_keyword,1.0,303.0,1.0,10544.0
Index Scan,movie_link,5,0,,./JOB-queries/21a.sql,0.29,0.38,0.001,0.001,,,,,,
Nested Loop,,10,251,2.0,./JOB-queries/21a.sql,7.07,3761.5,2.919,624.056,,movie_link,34.0,5.0,10544.0,0.0
Nested Loop,,1,199,3.0,./JOB-queries/21a.sql,7.07,3762.85,4.51,1248.155,link_type,,1.0,10.0,2.0,251.0
Index Scan,movie_companies,2,5,,./JOB-queries/21a.sql,0.43,0.54,0.049,0.053,,,,,,
Nested Loop,,1,1021,4.0,./JOB-queries/21a.sql,7.5,3763.41,4.943,1258.815,,movie_companies,1.0,2.0,199.0,5.0
Index Scan,company_name,1,0,,./JOB-queries/21a.sql,0.42,0.46,0.021,0.021,,,,,,
Nested Loop,,1,422,5.0,./JOB-queries/21a.sql,7.92,3763.87,14.042,1280.68,,company_name,1.0,1.0,1021.0,0.0
Seq Scan,company_type,1,1,,./JOB-queries/21a.sql,0.0,1.05,0.0,0.0,,,,,,
Nested Loop,,1,402,6.0,./JOB-queries/21a.sql,7.92,3764.93,14.047,1280.984,,company_type,1.0,1.0,422.0,1.0
Index Scan,movie_info,1,5,,./JOB-queries/21a.sql,0.43,1.69,0.047,0.054,,,,,,
Nested Loop,,1,1816,7.0,./JOB-queries/21a.sql,8.35,3766.64,17.147,1302.705,,movie_info,1.0,1.0,402.0,5.0
Index Scan,title,1,1,,./JOB-queries/21a.sql,0.43,0.49,0.003,0.003,,,,,,
Nested Loop,,1,1410,8.0,./JOB-queries/21a.sql,8.78,3767.14,17.853,1308.069,,title,1.0,1.0,1816.0,1.0
Aggregate,,1,1,,./JOB-queries/21a.sql,3767.15,3767.16,1309.232,1309.234,,,1.0,,1410.0,
Seq Scan,info_type,1,1,,./JOB-queries/7c.sql,0.0,2.41,0.13,0.147,,,,,,
Bitmap Index Scan,,134838,84184,,./JOB-queries/7c.sql,0.0,1471.71,9.206,9.206,,,,,,
Bitmap Heap Scan,person_info,1,0,,./JOB-queries/7c.sql,1471.72,54125.19,2061.001,2061.002,,,134838.0,,84184.0,
Nested Loop,,1,0,1.0,./JOB-queries/7c.sql,1471.72,54127.61,2061.151,2061.151,info_type,person_info,1.0,1.0,1.0,0.0
Index Scan,name,1,0,,./JOB-queries/7c.sql,0.43,8.46,0.0,0.0,,,,,,
Nested Loop,,1,0,2.0,./JOB-queries/7c.sql,1472.15,54136.07,2061.151,2061.152,,name,1.0,1.0,0.0,0.0
Index Scan,cast_info,501,0,,./JOB-queries/7c.sql,0.44,11.77,0.0,0.0,,,,,,
Nested Loop,,1,0,3.0,./JOB-queries/7c.sql,1472.59,54152.85,2061.151,2061.152,,cast_info,1.0,501.0,0.0,0.0
Index Scan,aka_name,2,0,,./JOB-queries/7c.sql,0.42,0.47,0.0,0.0,,,,,,
Nested Loop,,1,0,4.0,./JOB-queries/7c.sql,1473.01,54153.34,2061.151,2061.153,,aka_name,1.0,2.0,0.0,0.0
Index Scan,movie_link,2,0,,./JOB-queries/7c.sql,0.29,0.32,0.0,0.0,,,,,,
Nested Loop,,1,0,5.0,./JOB-queries/7c.sql,1473.3,54153.69,2061.151,2061.153,,movie_link,1.0,2.0,0.0,0.0
Index Scan,link_type,1,0,,./JOB-queries/7c.sql,0.14,0.16,0.0,0.0,,,,,,
Nested Loop,,1,0,6.0,./JOB-queries/7c.sql,1473.44,54153.86,2061.151,2061.153,,link_type,1.0,1.0,0.0,0.0
Index Scan,title,1,0,,./JOB-queries/7c.sql,0.43,0.46,0.0,0.0,,,,,,
Nested Loop,,1,0,7.0,./JOB-queries/7c.sql,1473.87,54154.31,2061.152,2061.153,,title,1.0,1.0,0.0,0.0
Aggregate,,1,1,,./JOB-queries/7c.sql,54154.32,54154.33,2061.155,2061.157,,,1.0,,0.0,
Seq Scan,keyword,1,1,,./JOB-queries/17b.sql,0.0,2626.12,0.866,14.798,,,,,,
Bitmap Index Scan,,303,41840,,./JOB-queries/17b.sql,0.0,6.71,3.197,3.197,,,,,,
Bitmap Heap Scan,movie_keyword,303,41840,,./JOB-queries/17b.sql,6.78,1117.89,4.228,1436.687,,,303.0,,41840.0,
Nested Loop,,34,41840,1.0,./JOB-queries/17b.sql,6.78,3747.04,5.095,1456.587,keyword,movie_keyword,1.0,303.0,1.0,41840.0
Index Scan,cast_info,38,25,,./JOB-queries/17b.sql,0.44,1.36,0.254,4.902,,,,,,
Nested Loop,,1281,1038393,2.0,./JOB-queries/17b.sql,7.22,3806.23,5.248,206675.806,,cast_info,34.0,38.0,41840.0,25.0
Index Scan,name,1,0,,./JOB-queries/17b.sql,0.43,0.46,0.148,0.148,,,,,,
Nested Loop,,13,6642,3.0,./JOB-queries/17b.sql,7.65,4392.66,788.331,360101.514,,name,1281.0,1.0,1038393.0,0.0
Index Only Scan,title,1,1,,./JOB-queries/17b.sql,0.43,0.45,0.1,0.1,,,,,,
Nested Loop,,13,6641,4.0,./JOB-queries/17b.sql,8.08,4398.49,793.233,360770.15,,title,13.0,1.0,6642.0,1.0
Index Scan,movie_companies,5,8,,./JOB-queries/17b.sql,0.43,0.52,0.194,0.259,,,,,,
Nested Loop,,35,52304,5.0,./JOB-queries/17b.sql,8.51,4405.9,795.716,362496.354,,movie_companies,13.0,5.0,6641.0,8.0
Index Only Scan,company_name,1,1,,./JOB-queries/17b.sql,0.42,0.44,0.028,0.028,,,,,,
Nested Loop,,35,52304,6.0,./JOB-queries/17b.sql,8.93,4421.26,798.031,363967.093,,company_name,35.0,1.0,52304.0,1.0
Aggregate,,1,1,,./JOB-queries/17b.sql,4421.35,4421.36,363997.451,363998.072,,,35.0,,52304.0,
Seq Scan,keyword,1,1,,./JOB-queries/17f.sql,0.0,2626.12,2.118,18.113,,,,,,
Bitmap Index Scan,,303,41840,,./JOB-queries/17f.sql,0.0,6.71,3.592,3.597,,,,,,
Bitmap Heap Scan,movie_keyword,303,41840,,./JOB-queries/17f.sql,6.78,1117.89,4.811,1437.329,,,303.0,,41840.0,
Nested Loop,,34,41840,1.0,./JOB-queries/17f.sql,6.78,3747.04,6.932,1459.839,keyword,movie_keyword,1.0,303.0,1.0,41840.0
Index Only Scan,title,1,1,,./JOB-queries/17f.sql,0.43,0.46,0.062,0.062,,,,,,
Nested Loop,,34,41839,2.0,./JOB-queries/17f.sql,7.21,3762.57,6.935,4047.206,,title,34.0,1.0,41840.0,1.0
Index Scan,cast_info,38,25,,./JOB-queries/17f.sql,0.44,1.36,0.246,4.825,,,,,,
Nested Loop,,1281,1038370,3.0,./JOB-queries/17f.sql,7.65,3824.99,7.266,206033.544,,cast_info,34.0,38.0,41839.0,25.0
Index Scan,name,1,0,,./JOB-queries/17f.sql,0.43,0.46,0.144,0.144,,,,,,
Nested Loop,,142,149491,4.0,./JOB-queries/17f.sql,8.08,4411.42,7.971,356206.747,,name,1281.0,1.0,1038370.0,0.0
Index Scan,movie_companies,5,7,,./JOB-queries/17f.sql,0.43,0.52,0.011,0.017,,,,,,
